,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,3.0,16.02937880222227,5.123140468198186,27.451370830062345,178.94405817985535
1,0.0,7.436817499471833,5.0338693717031635,24.344472137794416,166.55941796302795
2,0.0,7.540568045904393,5.792237439409766,28.732549494261466,169.09612011909485
3,2.0,34.75049446197157,5.054804817865541,26.528745216105875,175.91207814216614
4,4.0,17.803217497306125,5.681280149149006,27.059808008058578,157.04108095169067
5,1.0,11.594585442200199,5.225653881389277,27.217084041926206,157.63051009178162
6,5.0,60.75974134022576,5.1656176463874734,26.825129834812873,204.5263020992279
7,3.0,16.21191845758592,5.860227800360589,29.553826886248117,154.36560606956482
8,2.0,20.91214517859761,5.334724853402209,27.590070594603354,156.60080003738403
9,1.0,20.402778149732118,5.23910900449976,28.576834588552398,182.26339411735535
PROMEDIO,2.1,21.344164487521777,5.351066543236497,27.38798916324256,170.29393677711488
