,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,119.12303638458252,1.0,18.17532364637239,23.98833679059181,23.11455686438122
1,143.99202179908752,2.0,12.804062767744721,29.540686203164114,24.553520369800115
PROMEDIO,131.55752909183502,1.5,15.489693207058556,26.76451149687796,23.83403861709067
