,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,0.0,2.3081922796289174,23.113621984608116,29.925797180879098,140.7808678150177
1,0.0,2.809094894240478,25.817589516343148,27.417905567227045,118.37648677825928
2,0.0,5.894391168151789,26.52827884064175,29.05645745813239,128.37972688674927
3,0.0,3.566870730245793,25.795430684951192,27.798674726306515,120.25552415847778
4,2.0,18.058971812141998,27.924242766238688,29.984002066477775,127.61093091964722
5,0.0,5.225545636828633,26.699914454015886,27.381908773840298,119.48437905311584
6,0.0,10.813606237395131,26.129067236222884,28.958404766352892,130.42086696624756
7,0.0,7.426347099930593,25.92877359803787,27.299847597455656,119.32605814933777
8,1.0,12.564596365999295,27.399747892107623,27.3635393586948,116.79979586601257
9,1.0,4.648199718110458,25.93825851587474,29.250786543519595,130.95831394195557
PROMEDIO,0.4,7.331581594267308,26.12749254890419,28.443732403888607,125.23929505348205
