,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,127.96891188621521,2.0,15.189371048769285,23.695912880723174,5.032466882197957
1,127.12793970108032,3.0,17.804560984389386,23.544788301423264,5.0092662982473115
2,133.94303107261658,2.0,13.957824195147111,25.86524906670657,6.748061953572164
PROMEDIO,129.67996088663736,2.3333333333333335,15.65058540943526,24.368650082951003,5.596598378005811
