,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,125.75627946853638,1.0,18.044184031175547,25.23140479897609,23.073909850904933
1,111.18435430526733,2.0,17.531829102680064,24.157335969503546,23.7877999942219
PROMEDIO,118.47031688690186,1.5,17.788006566927805,24.694370384239818,23.430854922563416
