,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,1.0,4.896650779674363,23.147387293109475,46.02685452360117,233.67408204078674
1,0.0,0.0,26.28260859089404,27.13368595262267,130.7635040283203
2,0.0,8.206385320604259,26.046580050658406,38.89303961840442,178.84122681617737
3,0.0,5.723760412509659,26.16524511513076,30.949729574606597,151.015704870224
4,2.0,11.724493568155172,29.297725155727594,31.063197774930597,149.77811288833618
5,1.0,8.946305044717448,27.36385436843066,33.344366397479156,152.26755213737488
6,1.0,6.224578183684688,26.44893566173138,33.788565709566875,162.47500205039978
7,0.0,14.321561476632853,26.38815854550966,30.83119161411489,140.5298581123352
8,1.0,15.580851856682177,23.930738022270674,39.28918309122223,194.85171103477478
9,2.0,12.797905839255488,27.3474836804403,32.73827861047387,153.45145106315613
PROMEDIO,0.8,8.84224924819161,26.241871648390298,34.40580928670225,164.76482050418855
