,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,120.25932502746582,1.0,10.75768608636874,26.97432752953496,23.30547722355688
1,117.9809820652008,2.0,16.231383971855365,26.29121186078676,24.90251186042859
PROMEDIO,119.12015354633331,1.5,13.494535029112052,26.63276969516086,24.103994541992734
