,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,1.0,8.375254496592184,5.127371904196347,27.94975729294215,158.50480794906616
1,2.0,35.66711118860201,5.129964742845638,27.525245708856513,195.54740118980408
2,1.0,8.337456674022627,5.830210901462041,27.705182881186143,143.51346588134766
3,0.0,16.692748307289047,5.049428094977157,27.431630268573926,175.51336288452148
4,1.0,10.219207873125134,5.226294374512965,24.44869470704695,126.93771505355835
5,1.0,13.19693192798927,5.561322754405244,27.144325089540747,149.01013493537903
6,1.0,7.9101449450965795,5.8824808188311,26.444705127328696,125.38155698776245
7,0.0,0.0,5.30027188738963,24.211313664247893,129.23510789871216
8,1.0,9.470286192530104,5.110485817296244,25.413017754645157,125.64491391181946
9,0.0,0.0,5.057283871639507,26.248702289669843,139.06807613372803
PROMEDIO,0.8,10.986914160524694,5.327511516755587,26.4522574784038,146.8356542825699
