,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,127.81976056098938,0.0,10.471320148808465,26.317202516715806,23.064276427789295
PROMEDIO,127.81976056098938,0.0,10.471320148808465,26.317202516715806,23.064276427789295
