,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,136.94547629356384,2.0,16.9688825133475,23.130604716730353,5.132619255331026
1,133.61824440956116,1.0,12.088276265036347,25.656053550907377,5.010349880036746
PROMEDIO,135.2818603515625,1.5,14.528579389191922,24.393329133818867,5.071484567683886
