,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,12.0,34.490540926047885,23.335492777663106,36.76042623959711,184.1856460571289
1,4.0,19.347418292163677,0.14141926153922194,32.846316627651994,156.9044280052185
2,6.0,14.205884583980623,26.934099977646998,37.66838443487341,183.17178106307983
3,4.0,17.115838469071374,25.750572578095067,34.26283173321005,166.5524139404297
4,5.0,15.053552736577014,27.24438493536824,34.248455327381016,167.38517498970032
5,3.0,14.922945850724519,23.944065247513333,32.83561439896557,160.33424997329712
6,6.0,18.2722382507356,0.34141935934965845,41.16138984782966,220.94619917869568
7,4.0,18.24522099757998,0.2707085853471282,32.41228505481693,156.86213397979736
8,4.0,5.003377657524616,0.34141935934965845,38.94217998209532,559.627895116806
9,14.0,25.731158158440888,25.908163271067757,42.633831505523155,304.80240988731384
PROMEDIO,6.2,18.23881759228462,15.42117453529402,36.37717151519442,226.07723321914673
