,Cantidad_Colisiones,EGO_SCORE,Recorrido global path,Recorrido_total,Tiempo_total
0,0.0,0.0,23.128869453283055,24.61977806969067,103.35860419273376
1,0.0,0.0,24.77462766342957,24.817160664584357,107.67070603370667
2,0.0,0.0,25.142179863063344,24.8794342286585,104.03696608543396
3,0.0,0.0,24.782396833109,24.799611886367387,105.86197185516357
4,0.0,0.0,25.029381336678806,24.731665915264774,104.90565514564514
5,0.0,0.0,24.762516905799004,24.565954407704233,104.38682413101196
6,0.0,0.0,25.021131292656133,24.764644439203018,103.57407402992249
7,0.0,0.0,24.839257304010577,24.77963017589887,105.09858512878418
8,0.0,0.0,24.993745666041125,24.796924911199635,105.0126519203186
9,0.0,0.0,24.668867576722835,25.792040227904796,104.8892560005188
PROMEDIO,0.0,0.0,24.714297389479345,24.85468449264762,104.87952945232392
